,Company,Type,Country,City,Population,Latitude,Longitude
88,Nike,Mode,China,Jiaxing,4501657.0,30.5026611,120.6894965
89,Nike,Mode,China,Harbin,4458000.0,39.1261966,117.1971528
90,Nike,Mode,South Africa,Johannesburg,4434827.0,-26.1443944,28.0425577
91,Nike,Mode,Morocco,Casablanca,4370000.0,33.7086791,-7.3477281
92,Nike,Mode,Turkey,İzmir,4320519.0,38.4502376,27.2093795
93,Nike,Mode,Mexico,Monterrey,4295000.0,25.66815495,-100.31397535191283
94,Nike,Mode,United States,Phoenix,4219697.0,33.2878856,-111.9739887
95,Nike,Mode,China,Yanjiang,4217000.0,22.7162447,112.2315032
96,Nike,Mode,China,Fuzhou,4047200.0,26.0833816,119.2961525
97,Nike,Mode,Jordan,Amman,4007526.0,31.9641733,35.9090546
98,Nike,Mode,United States,Seattle,3789215.0,47.6111595,-122.333978
99,Nike,Mode,Japan,Yokohama,3757630.0,52.211245,20.9168588
100,Nike,Mode,China,Guang’an,3723000.0,40.8182315,111.6543539
101,Nike,Mode,Germany,Berlin,3644826.0,52.4801048,13.4359011
102,Nike,Mode,China,Anshan,3645884.0,31.7217488,118.1061159
103,Nike,Mode,United States,San Francisco,3592294.0,8.97663875,-79.51707609816667
104,Nike,Mode,Canada,Montréal,3519595.0,45.5319624,-73.6502736
105,Nike,Mode,United States,Detroit,3506126.0,42.3335824,-83.0486082
106,Nike,Mode,Algeria,Algiers,3415811.0,36.7531455,2.9478399
107,Nike,Mode,China,Taiyuan,3398000.0,37.8236005,112.55274
108,Nike,Mode,China,Chaoyang,3370000.0,39.980576,116.3840514
109,Nike,Mode,China,Zhongshan,3260000.0,23.1281183,113.2637371
110,Nike,Mode,United States,San Diego,3220118.0,32.5441567,-117.0385769
111,Nike,Mode,Bolivia,Santa Cruz,3151676.0,-17.7874396,-63.1842664
112,Nike,Mode,Brazil,Brasília,3015268.0,-26.4652794,-49.189416
113,Nike,Mode,United States,Minneapolis,2977172.0,44.9697208,-93.2891149
114,Nike,Mode,Ukraine,Kyiv,2963199.0,50.4296303,30.5358179
115,Nike,Mode,Philippines,Quezon City,2936116.0,14.6520224,121.0755371
116,Nike,Mode,"Korea, South",Incheon,2913024.0,37.4927268,126.7239097
117,Nike,Mode,Turkey,Bursa,2901396.0,40.250652,28.9591643
118,Nike,Mode,China,Huzhou,2893542.0,25.0697548,121.6117302
119,Nike,Mode,Brazil,Salvador,2886698.0,13.7030009,-89.24007282375793
120,Nike,Mode,United States,Denver,2876625.0,52.211245,20.9168588
121,Nike,Mode,Italy,Rome,2872800.0,41.9012549,12.5019013
122,Nike,Mode,Taiwan,Taichung,2803894.0,24.2586773,120.5167569
123,Nike,Mode,Taiwan,Kaohsiung,2773533.0,22.6657073,120.2997632
124,Nike,Mode,Ecuador,Guayaquil,2723665.0,52.211245,20.9168588
125,Nike,Mode,United Kingdom,Manchester,2705000.0,53.4972486,-2.2355814
126,Nike,Mode,Taiwan,Taipei,2684567.0,25.0697548,121.6117302
127,Nike,Mode,Nigeria,Ibadan,2628000.0,6.4792907,7.5054572
128,Nike,Mode,China,Hohhot,2635000.0,40.8182315,111.6543539
129,Nike,Mode,Madagascar,Antananarivo,2610000.0,52.211245,20.9168588
130,Nike,Mode,Bangladesh,Chattogram,2581643.0,52.211245,20.9168588
131,Nike,Mode,Dominican Republic,Santo Domingo,2581827.0,6.2993389,-75.5381602
132,Nike,Mode,United States,Brooklyn,2559903.0,52.211245,20.9168588
133,Nike,Mode,Colombia,Medellín,2529403.0,6.1968681,-75.5731745
134,Nike,Mode,China,Yunfu,2526900.0,22.7162447,112.2315032
135,Nike,Mode,Australia,Brisbane,2514184.0,-27.4699926,153.0254195
136,Nike,Mode,United Arab Emirates,Dubai,2502715.0,25.2167926,55.2528745
137,Nike,Mode,India,Mirzāpur,2496970.0,52.211245,20.9168588
138,Nike,Mode,"Korea, South",Daegu,2461002.0,35.8804777,128.6111495
139,Nike,Mode,Guatemala,Guatemala City,2450212.0,14.610223,-90.4831281
140,Nike,Mode,Cameroon,Yaoundé,2440462.0,3.8879063,11.5579336
141,Nike,Mode,China,Jilin,2396000.0,43.8891926,125.314691
142,Nike,Mode,Turkey,Antalya,2426356.0,36.8524694,30.757818
143,Nike,Mode,Uzbekistan,Tashkent,2424100.0,41.3223852,69.2825175
144,Nike,Mode,Indonesia,Bandung,2394873.0,-6.8897822,107.5958188
145,Nike,Mode,India,Nāgpur,2405665.0,21.1413968,79.0818222
146,Nike,Mode,Indonesia,Bekasi,2381053.0,52.211245,20.9168588
147,Nike,Mode,India,Ghāziābād,2381452.0,52.211245,20.9168588
148,Nike,Mode,Ghana,Accra,2291352.0,52.211245,20.9168588
149,Nike,Mode,China,Yuxi,2303518.0,25.0399253,102.709263
150,Nike,Mode,Canada,Vancouver,2264823.0,49.288323,-123.1188656
151,Nike,Mode,Indonesia,Tangerang,2237006.0,52.211245,20.9168588
152,Nike,Mode,Turkey,Konya,2232374.0,52.211245,20.9168588
153,Nike,Mode,United States,Queens,2230722.0,40.56168785,-73.88820640780565
154,Nike,Mode,Indonesia,Medan,2210625.0,3.5980684,98.6810754
155,Nike,Mode,India,Indore,2201927.0,52.211245,20.9168588
156,Nike,Mode,China,Ma’anshan,2202899.0,31.7217488,118.1061159
157,Nike,Mode,China,Yan’an,2150000.0,36.083267,120.3499887
158,Nike,Mode,Cambodia,Phnom Penh,2129371.0,11.5666832,104.9191597
159,Nike,Mode,Japan,Fukuoka,2128000.0,33.5874058,130.3959054
160,Nike,Mode,United States,Riverside,2107852.0,39.7950434,-84.1330571
161,Nike,Mode,United States,Las Vegas,2104198.0,36.0109436,-115.1228068
162,Nike,Mode,Pakistan,Rawalpindi,2098231.0,33.5935782,73.0550322
163,Nike,Mode,United States,Portland,2074775.0,45.5189118,-122.6771674
164,Nike,Mode,India,Vadodara,2065771.0,52.211245,20.9168588
165,Nike,Mode,Australia,Perth,2059484.0,-31.9542105,115.859196
166,Nike,Mode,United States,San Antonio,2049293.0,29.4960415,-98.4813514
167,Nike,Mode,Ecuador,Quito,2011388.0,-0.1760459,-78.47988990976037
168,Nike,Mode,Belarus,Minsk,2009786.0,53.92618365,27.518844293327067
169,Nike,Mode,Japan,Sapporo,1961690.0,43.0664703,141.3504251
170,Nike,Mode,Austria,Vienna,1911191.0,48.1985627,16.3511241
171,Nike,Mode,United Kingdom,Leeds,1901934.0,53.7882734,-1.5396542746435573
172,Nike,Mode,United States,Sacramento,1898019.0,38.7108821,-9.1398617
173,Nike,Mode,Malawi,Blantyre,1895973.0,52.211245,20.9168588
174,Nike,Mode,Taiwan,Tainan,1883831.0,22.9666625,120.2937145
175,Nike,Mode,China,Zhuhai,1891100.0,22.2579029,113.5214
176,Nike,Mode,Romania,Bucharest,1883425.0,44.5080907,26.0896995
177,Nike,Mode,China,Xiping,1873000.0,24.1793614,120.644862
178,Nike,Mode,Paraguay,Asunción,1870000.0,-25.3170185,-57.5708431
179,Nike,Mode,Germany,Hamburg,1841179.0,53.5527765,10.0048621
180,Nike,Mode,United States,Orlando,1822394.0,28.46856315,-81.45110049222313
181,Nike,Mode,Turkey,Mersin,1814468.0,36.783944,34.5888659
182,Nike,Mode,Japan,Kyōto,1805000.0,35.0215818,135.7427198
183,Nike,Mode,United States,San Jose,1798103.0,9.93391,-84.0786256
184,Nike,Mode,Poland,Warsaw,1790658.0,52.2459094,21.0091983
185,Nike,Mode,China,Shengli,1790000.0,40.1268225,116.6362318
186,Nike,Mode,Belgium,Brussels,1743000.0,50.8522572,4.3552651
187,Nike,Mode,Hungary,Budapest,1752286.0,47.5132664,19.0585062
188,Nike,Mode,Pakistan,Hyderabad City,1732693.0,37.7572729,-122.4579215
189,Nike,Mode,Saudi Arabia,Mecca,1675368.0,21.4071107,39.8708246
190,Nike,Mode,Indonesia,Makassar,1651146.0,-5.13582805,119.41692210105839
191,Nike,Mode,Indonesia,Depok,1631951.0,-6.2656348,106.7830542
192,Nike,Mode,Philippines,Davao,1632991.0,7.0909345,125.6116268
193,Nike,Mode,United States,Manhattan,1628706.0,40.7398527,-73.9910591
194,Nike,Mode,Russia,Novosibirsk,1602915.0,54.9634031,82.9385962
195,Nike,Mode,India,Āgra,1585705.0,19.1838711,72.9522482
196,Nike,Mode,Mexico,Puebla,1576259.0,19.0318491,-98.2322449
197,Nike,Mode,United States,Columbus,1562009.0,39.99529285,-83.15344621447932
198,Nike,Mode,China,Beihai,1539251.0,43.0664703,141.3504251
199,Nike,Mode,United States,Charlotte,1512923.0,35.1694323,-80.969414
200,Zara,Mode,Japan,Tokyo,37977000.0,35.660819000000004,139.72860148656522
201,Zara,Mode,India,Delhi,29617000.0,28.5598136,77.2061901
202,Zara,Mode,India,Mumbai,23355000.0,19.1067161,72.89948034277606
203,Zara,Mode,Philippines,Manila,23088000.0,14.5516204,121.0470494
204,Zara,Mode,China,Shanghai,22120000.0,31.2262276,121.4733677
205,Zara,Mode,Brazil,São Paulo,22046000.0,-21.2111956,-47.8171951
206,Zara,Mode,"Korea, South",Seoul,21794000.0,37.514185,127.1050698
207,Zara,Mode,Mexico,Mexico City,20996000.0,19.4868421,-99.1517377
208,Zara,Mode,China,Guangzhou,20902000.0,23.1354625,113.3257901
209,Zara,Mode,China,Beijing,19433000.0,39.823558,116.2930646
210,Zara,Mode,Egypt,Cairo,19372000.0,29.981895,31.3161009
211,Zara,Mode,United States,New York,18713220.0,40.7380555,-73.9918937
212,Zara,Mode,India,Kolkāta,17560000.0,42.2136323,20.7299705
213,Zara,Mode,Russia,Moscow,17125000.0,55.7581914,38.0823979
214,Zara,Mode,Thailand,Bangkok,17066000.0,13.7458341,100.5353938
215,Zara,Mode,Argentina,Buenos Aires,16157000.0,-34.5956419,-58.3952722
216,Zara,Mode,China,Shenzhen,15929000.0,22.5203559,113.9317439
217,Zara,Mode,Bangladesh,Dhaka,15443000.0,23.7802162,90.4145353
218,Zara,Mode,Nigeria,Lagos,15279000.0,39.8825956,37.78732544185303
219,Zara,Mode,Turkey,Istanbul,15154000.0,40.9590444,29.0827103
220,Zara,Mode,Japan,Ōsaka,14977000.0,34.7060292,135.4989874
221,Zara,Mode,Pakistan,Karachi,14835000.0,24.8335178,67.3150038
222,Zara,Mode,India,Bangalore,13707000.0,13.0110782,77.5553337
223,Zara,Mode,Iran,Tehran,13633000.0,42.2136323,20.7299705
224,Zara,Mode,Vietnam,Ho Chi Minh City,13312000.0,43.0314647,44.6693779
225,Zara,Mode,United States,Los Angeles,12750807.0,34.1013535,-118.3403881
226,Zara,Mode,India,Chennai,11324000.0,42.2136323,20.7299705
227,Zara,Mode,China,Chengdu,11309000.0,30.6883603,104.0724326
228,Zara,Mode,Pakistan,Lahore,11021000.0,42.2136323,20.7299705
229,Zara,Mode,France,Paris,11020000.0,48.8709702,2.3330039
230,Zara,Mode,United Kingdom,London,10979000.0,51.55428885,-0.16589721117909056
231,Zara,Mode,China,Tianjin,10800000.0,39.1259529,117.1956811
232,Zara,Mode,China,Shijiazhuang,10784600.0,38.04338,114.5003175
233,Zara,Mode,Peru,Lima,9848000.0,-12.0856502,-76.9764765
234,Zara,Mode,India,Hyderābād,9746000.0,17.4399027,78.363732
235,Zara,Mode,Colombia,Bogotá,9464000.0,4.66674025,-74.05424893889608
236,Zara,Mode,China,Wuhan,8962000.0,30.5594059,114.3353627
237,Zara,Mode,United States,Chicago,8604203.0,41.8951552,-87.6246644
238,Zara,Mode,Angola,Luanda,8417000.0,-8.8870651,13.2051603
239,Zara,Mode,China,Changsha,8394500.0,28.202852,112.9711203
240,Zara,Mode,Malaysia,Kuala Lumpur,8285000.0,3.1468179,101.7117182
241,Zara,Mode,Vietnam,Hanoi,7785000.0,21.0411831,105.8236961
242,Zara,Mode,India,Pune,7764000.0,42.2136323,20.7299705
243,Zara,Mode,China,Ningbo,7639000.0,29.8281451,121.5433732
244,Zara,Mode,China,Nanjing,7496000.0,25.049423,121.5172361
245,Zara,Mode,China,Hefei,7457027.0,31.8583503,117.2966534
246,Zara,Mode,India,Ahmedabad,7410000.0,42.2136323,20.7299705
247,Zara,Mode,China,Xi’an,7135000.0,67.6351186,53.0014394
248,Zara,Mode,Chile,Santiago,7007000.0,-33.4519071,-70.56871
249,Zara,Mode,Saudi Arabia,Riyadh,6881000.0,24.6000475,46.7571026
250,Zara,Mode,Tanzania,Dar es Salaam,6698000.0,-6.8301907,39.2517679
251,Zara,Mode,China,Luoyang,6549941.0,34.6184058,112.4547773
252,Zara,Mode,United States,Miami,6445545.0,25.9579027,-80.1422381
253,Zara,Mode,Spain,Madrid,6026000.0,40.4157729,-3.7033266
254,Zara,Mode,India,Sūrat,5807000.0,9.4658999,100.0451065
255,Zara,Mode,Iraq,Baghdad,5796000.0,33.3163902,44.3546285
256,Zara,Mode,China,Qingdao,5775000.0,36.0659346,120.3727639
257,Zara,Mode,Singapore,Singapore,5745000.0,1.2910209,103.8570767
258,Zara,Mode,United States,Dallas,5743938.0,32.9319392,-96.8191326
259,Zara,Mode,China,Suzhou,5690000.0,31.3133975,120.6210404
260,Zara,Mode,United States,Philadelphia,5649300.0,39.9501397,-75.1697968
261,Zara,Mode,Egypt,Giza,5598402.0,29.9916962,31.1379847
262,Zara,Mode,Kenya,Nairobi,5545000.0,42.2136323,20.7299705
263,Zara,Mode,Turkey,Ankara,5503985.0,39.8883669,32.81124
264,Zara,Mode,United States,Houston,5464251.0,29.9611819,-95.5397042
265,Zara,Mode,United States,Atlanta,5449398.0,33.9244114,-84.3415954
266,Zara,Mode,Canada,Toronto,5429524.0,43.7756895,-79.2587279
267,Zara,Mode,United States,Washington,5379184.0,38.8975382,-77.0264242
268,Zara,Mode,China,Jinhua,5361572.0,29.3109888,120.0682231
269,Zara,Mode,Russia,Saint Petersburg,5351935.0,59.7513984,30.624419513520554
270,Zara,Mode,China,Shantou,5319028.0,23.369537,116.7443006
271,Zara,Mode,Australia,Sydney,5312163.0,-33.797059,151.1827805
272,Zara,Mode,Mexico,Guadalajara,5253000.0,20.6875647,-103.2957787
273,Zara,Mode,China,Suzhou,5250000.0,31.3133975,120.6210404
274,Zara,Mode,China,Pudong,5187200.0,31.2293363,121.5223758
275,Zara,Mode,Australia,Melbourne,5078193.0,-37.7845618,145.1254475
276,Zara,Mode,China,Nanchang,5042565.0,28.6967306,115.844515
277,Zara,Mode,Indonesia,Surabaya,4975000.0,-7.2880362,112.676168
278,Zara,Mode,Côte D’Ivoire,Abidjan,4980000.0,5.3686689,-3.9583243
279,Zara,Mode,China,Ji’an,4956600.0,30.0267942,102.2174835
280,Zara,Mode,Egypt,Alexandria,4870000.0,44.91260895,8.61302015
281,Zara,Mode,United States,Boston,4688346.0,42.3498626,-71.0806797
282,Zara,Mode,China,Changzhou,4592431.0,31.8206394,119.9657342
283,Zara,Mode,Spain,Barcelona,4588000.0,41.5461136,2.1090617
284,Zara,Mode,China,Wuxi,4580000.0,31.5838718,120.3908817
285,Zara,Mode,China,Dalian,4480000.0,38.9166183,121.629937
286,Zara,Mode,South Africa,Johannesburg,4434827.0,-26.0153132,28.1080001
287,Zara,Mode,Morocco,Casablanca,4370000.0,33.5869332,-7.633888
288,Zara,Mode,China,Guiyang,4365000.0,26.5792956,106.7082028
289,Zara,Mode,Turkey,İzmir,4320519.0,38.4346103,27.139813
290,Zara,Mode,Mexico,Monterrey,4295000.0,25.6387373,-100.3143035
291,Zara,Mode,United States,Phoenix,4219697.0,42.2136323,20.7299705
292,Zara,Mode,Jordan,Amman,4007526.0,31.964351,35.9082719
293,Zara,Mode,United States,Seattle,3789215.0,47.6116696,-122.337055
294,Zara,Mode,Japan,Yokohama,3757630.0,35.5161689,139.5661519
295,Zara,Mode,Afghanistan,Kabul,3678034.0,34.018393950000004,72.02103343830686
296,Zara,Mode,Germany,Berlin,3644826.0,52.5186515,13.4157138
297,Zara,Mode,China,Anshan,3645884.0,41.1082818,122.9794828
298,Zara,Mode,China,Chengde,3610000.0,25.049423,121.5172361
299,Zara,Mode,United States,San Francisco,3592294.0,37.7886996,-122.4062938
300,Zara,Mode,Canada,Montréal,3519595.0,45.501619,-73.571716
301,Zara,Mode,Algeria,Algiers,3415811.0,36.7123737,3.1966735
302,Zara,Mode,China,Taiyuan,3398000.0,37.816336,112.5568643
303,Zara,Mode,China,Chaoyang,3370000.0,39.8950889,116.4545982
304,Zara,Mode,China,Zhongshan,3260000.0,38.9166183,121.629937
305,Zara,Mode,United States,San Diego,3220118.0,33.3704512,-117.1921175
306,Zara,Mode,Bolivia,Santa Cruz,3151676.0,45.054752,37.0797735
307,Zara,Mode,Brazil,Brasília,3015268.0,-15.7908997,-47.8831684
308,Zara,Mode,Iran,Mashhad,3001184.0,36.2979941,59.5710441
309,Zara,Mode,Ukraine,Kyiv,2963199.0,50.5550547,30.9446227
310,Zara,Mode,Yemen,Sanaa,2957000.0,15.387915,44.635174
311,Zara,Mode,Philippines,Quezon City,2936116.0,42.2136323,20.7299705
312,Zara,Mode,"Korea, South",Incheon,2913024.0,37.4054551,126.6834714
313,Zara,Mode,Turkey,Bursa,2901396.0,40.1960325,29.0599487
314,Zara,Mode,United Kingdom,Birmingham,2897303.0,52.4780482,-1.8949183
315,Zara,Mode,Brazil,Salvador,2886698.0,-13.0066685,-38.5236663
316,Zara,Mode,United States,Denver,2876625.0,42.2136323,20.7299705
317,Zara,Mode,Italy,Rome,2872800.0,41.8204763,12.4817657
318,Zara,Mode,Nigeria,Kano,2828861.0,11.9266,8.60967
319,Zara,Mode,Ecuador,Guayaquil,2723665.0,-2.1689751,-79.8978111
320,Zara,Mode,United Kingdom,Manchester,2705000.0,53.483384,-2.2450323
321,Zara,Mode,Taiwan,Taipei,2684567.0,25.0416644,121.5516353
322,Zara,Mode,Madagascar,Antananarivo,2610000.0,-18.908909,47.5264366
323,Zara,Mode,Bangladesh,Chattogram,2581643.0,42.2136323,20.7299705
324,Zara,Mode,United States,Brooklyn,2559903.0,42.2136323,20.7299705
325,Zara,Mode,Colombia,Medellín,2529403.0,6.1971084,-75.5736077
326,Zara,Mode,Australia,Brisbane,2514184.0,-27.4694552,153.0258308
327,Zara,Mode,United Arab Emirates,Dubai,2502715.0,25.2526878,55.3322296
328,Zara,Mode,India,Mirzāpur,2496970.0,42.2136323,20.7299705
329,Zara,Mode,Guatemala,Guatemala City,2450212.0,19.2984387,-99.1372495
330,Zara,Mode,Cameroon,Yaoundé,2440462.0,3.868137,11.5318602
331,Zara,Mode,China,Jilin,2396000.0,42.8571947,130.3481445
332,Zara,Mode,Turkey,Antalya,2426356.0,42.954389,47.5563756
333,Zara,Mode,Uzbekistan,Tashkent,2424100.0,41.3119299,69.2737799
334,Zara,Mode,Indonesia,Bandung,2394873.0,-6.8882796,107.5957959
335,Zara,Mode,India,Nāgpur,2405665.0,42.2136323,20.7299705
336,Zara,Mode,Indonesia,Bekasi,2381053.0,42.2136323,20.7299705
337,Zara,Mode,India,Ghāziābād,2381452.0,42.2136323,20.7299705
338,Zara,Mode,Ghana,Accra,2291352.0,5.5792089,-0.2279646
339,Zara,Mode,China,Anshun,2297612.0,29.1557766,102.140513
340,Zara,Mode,Canada,Vancouver,2264823.0,49.2839926,-123.124212
341,Zara,Mode,Indonesia,Tangerang,2237006.0,42.2136323,20.7299705
342,Zara,Mode,Turkey,Konya,2232374.0,39.8883669,32.81124
343,Zara,Mode,United States,Queens,2230722.0,53.1908708,-2.891739
344,Zara,Mode,India,Indore,2201927.0,42.2136323,20.7299705
345,Zara,Mode,Azerbaijan,Baku,2181800.0,40.3717267,49.8374708
346,Zara,Mode,China,Yan’an,2150000.0,46.8430533,29.6145379
347,Zara,Mode,Cuba,Havana,2141652.0,23.1381992,-82.3581693
348,Zara,Mode,Japan,Fukuoka,2128000.0,33.5884431,130.3964588
349,Zara,Mode,United States,Riverside,2107852.0,51.4534528,-0.971428
350,Zara,Mode,United States,Portland,2074775.0,45.5181444,-122.6759857
351,Zara,Mode,India,Vadodara,2065771.0,42.2136323,20.7299705
352,Zara,Mode,Australia,Perth,2059484.0,-31.9482549,115.840237
353,Zara,Mode,United States,San Antonio,2049293.0,43.8868906,15.533604440802005
354,Zara,Mode,Mali,Bamako,2009109.0,12.584512,-8.0185407
355,Zara,Mode,Ecuador,Quito,2011388.0,-0.17586475000000001,-78.48033480552971
356,Zara,Mode,Belarus,Minsk,2009786.0,52.74124,27.90399
357,Zara,Mode,Venezuela,Caracas,1943901.0,10.4917111,-66.8773202
358,Zara,Mode,Kazakhstan,Almaty,1916822.0,43.233081,76.9565087
359,Zara,Mode,Austria,Vienna,1911191.0,48.2426708,16.4371558
360,Zara,Mode,United Kingdom,Leeds,1901934.0,53.7566435,-1.5742032
361,Zara,Mode,United States,Sacramento,1898019.0,38.7108965,-9.1397493
362,Zara,Mode,Malawi,Blantyre,1895973.0,42.2136323,20.7299705
363,Zara,Mode,Romania,Bucharest,1883425.0,44.3951197,26.1219201
364,Zara,Mode,Brazil,Curitiba,1879355.0,-25.5946425,-49.3448858
365,Zara,Mode,Germany,Hamburg,1841179.0,53.5524539,9.9910248
366,Zara,Mode,Kenya,Meru,1833000.0,4.6729305,101.0751431
