,Country,City,Population,Latitude,Longitude,Company,Type
91,Malaysia,Kuala Lumpur,8285000.0,3.1468179,101.7117182,Zara,Mode
92,Vietnam,Hanoi,7785000.0,21.0411831,105.8236961,Zara,Mode
93,India,Pune,7764000.0,42.2136323,20.7299705,Zara,Mode
94,China,Ningbo,7639000.0,29.8281451,121.5433732,Zara,Mode
95,China,Nanjing,7496000.0,31.2377067,121.4742044,Zara,Mode
96,China,Hefei,7457027.0,31.8583503,117.2966534,Zara,Mode
97,India,Ahmedabad,7410000.0,42.2136323,20.7299705,Zara,Mode
98,China,Xi’an,7135000.0,67.6351186,53.0014394,Zara,Mode
99,Chile,Santiago,7007000.0,-33.4519071,-70.56871,Zara,Mode
100,Saudi Arabia,Riyadh,6881000.0,24.6000475,46.7571026,Zara,Mode
101,Tanzania,Dar es Salaam,6698000.0,-6.8301907,39.2517679,Zara,Mode
102,Japan,Tokyo,37977000.0,43.6534558,-79.3803811,Sephora,Cosmetic
103,China,Shanghai,22120000.0,31.2366642,121.4714425,Sephora,Cosmetic
104,Brazil,São Paulo,22046000.0,-21.2114105,-47.8170195,Sephora,Cosmetic
105,Mexico,Mexico City,20996000.0,19.4389697,-99.203291,Sephora,Cosmetic
106,Egypt,Cairo,19372000.0,29.992286800000002,31.50490150402916,Sephora,Cosmetic
107,United States,New York,18713220.0,40.7568751,-73.9858307,Sephora,Cosmetic
108,Russia,Moscow,17125000.0,55.7966092,37.5422805,Sephora,Cosmetic
109,Argentina,Buenos Aires,16157000.0,45.4801846,9.2105684,Sephora,Cosmetic
110,Nigeria,Lagos,15279000.0,47.637619900000004,6.858364361333332,Sephora,Cosmetic
111,Turkey,Istanbul,15154000.0,41.0348523,28.9800313,Sephora,Cosmetic
112,Congo (Kinshasa),Kinshasa,13528000.0,-4.0548353,15.5584747,Sephora,Cosmetic
113,Vietnam,Ho Chi Minh City,13312000.0,1.2935792,103.8566452,Sephora,Cosmetic
114,United States,Los Angeles,12750807.0,34.1018086,-118.3399417,Sephora,Cosmetic
115,France,Paris,11020000.0,48.8710252,2.3049273,Sephora,Cosmetic
116,United Kingdom,London,10979000.0,43.0258132,-81.278141,Sephora,Cosmetic
117,China,Tianjin,10800000.0,39.1331195,117.1741215,Sephora,Cosmetic
118,China,Weifang,9373000.0,36.709932,119.1051766,Sephora,Cosmetic
119,United States,Chicago,8604203.0,41.892672,-87.6238811,Sephora,Cosmetic
120,Malaysia,Kuala Lumpur,8285000.0,3.1571774,101.7122113,Sephora,Cosmetic
121,China,Dongguan,7981000.0,36.709932,119.1051766,Sephora,Cosmetic
122,China,Foshan,7905700.0,22.760768,113.2695027,Sephora,Cosmetic
123,China,Changchun,7674439.0,43.8650427,125.2894755,Sephora,Cosmetic
124,China,Nanjing,7496000.0,31.2366642,121.4714425,Sephora,Cosmetic
125,Hong Kong,Hong Kong,7347000.0,22.760768,113.2695027,Sephora,Cosmetic
126,China,Xi’an,7135000.0,47.5094126,6.7971414,Sephora,Cosmetic
127,Chile,Santiago,7007000.0,38.7107827,-9.1392733,Sephora,Cosmetic
128,United States,Miami,6445545.0,25.8138222,-80.1935874,Sephora,Cosmetic
129,China,Lu’an,6090000.0,37.1746554,-3.5989147,Sephora,Cosmetic
130,Spain,Madrid,6026000.0,40.417252,-3.7036933,Sephora,Cosmetic
131,China,Qingdao,5775000.0,36.1589325,120.4214338,Sephora,Cosmetic
132,Singapore,Singapore,5745000.0,1.3004579,103.8448989,Sephora,Cosmetic
133,United States,Dallas,5743938.0,32.9294231,-96.8191805,Sephora,Cosmetic
134,United States,Philadelphia,5649300.0,39.9514289,-75.169288,Sephora,Cosmetic
135,China,Tai’an,5499000.0,47.9961476,-4.1047436,Sephora,Cosmetic
136,United States,Houston,5464251.0,29.959988,-95.5392937,Sephora,Cosmetic
137,United States,Atlanta,5449398.0,33.9243207,-84.3419356,Sephora,Cosmetic
138,Canada,Toronto,5429524.0,43.6694027,-79.3899427,Sephora,Cosmetic
139,United States,Washington,5379184.0,38.8971869,-77.0261629,Sephora,Cosmetic
140,Russia,Saint Petersburg,5351935.0,59.92824665,30.359991920446298,Sephora,Cosmetic
141,China,Shantou,5319028.0,23.3641749,116.7119662,Sephora,Cosmetic
142,Australia,Sydney,5312163.0,-33.7771969,151.122217,Sephora,Cosmetic
143,China,Pudong,5187200.0,31.1426312,121.6565714,Sephora,Cosmetic
144,Australia,Melbourne,5078193.0,-37.8105632,144.9627185,Sephora,Cosmetic
145,Côte D’Ivoire,Abidjan,4980000.0,5.3233245,-4.0735304,Sephora,Cosmetic
146,China,Ji’an,4956600.0,46.5819973,0.340912,Sephora,Cosmetic
147,Egypt,Alexandria,4870000.0,44.9114846,8.6127264,Sephora,Cosmetic
148,United States,Boston,4688346.0,42.360368550000004,-71.05621737499999,Sephora,Cosmetic
149,Spain,Barcelona,4588000.0,41.4056287,2.1910479,Sephora,Cosmetic
150,China,Wuxi,4580000.0,31.5830454,120.3899822,Sephora,Cosmetic
151,United States,Seattle,3789215.0,47.6635515,-122.298057,Sephora,Cosmetic
152,China,Lanzhou,3616163.0,36.0639471,103.8609455,Sephora,Cosmetic
153,Japan,Tokyo,37977000.0,43.653746,-79.3809504,MAC Cosmetics,Cosmetic
154,"Korea, South",Seoul,21794000.0,37.5142093,127.104805,MAC Cosmetics,Cosmetic
155,Mexico,Mexico City,20996000.0,19.2994914,-99.1367632,MAC Cosmetics,Cosmetic
156,United States,New York,18713220.0,40.642892,-73.782398,MAC Cosmetics,Cosmetic
157,Nigeria,Lagos,15279000.0,52.95335195,-1.1507451809102196,MAC Cosmetics,Cosmetic
158,Vietnam,Ho Chi Minh City,13312000.0,-12.471143,130.9838972,MAC Cosmetics,Cosmetic
159,United States,Los Angeles,12750807.0,33.9413694,-118.4020992,MAC Cosmetics,Cosmetic
160,France,Paris,11020000.0,48.8591926,2.345738,MAC Cosmetics,Cosmetic
161,United Kingdom,London,10979000.0,51.5431765,-0.0072922,MAC Cosmetics,Cosmetic
162,Peru,Lima,9848000.0,-12.0059372,-77.057967,MAC Cosmetics,Cosmetic
163,China,Xi’an,7135000.0,43.5274744,5.4505309,MAC Cosmetics,Cosmetic
164,United States,Miami,6445545.0,25.7905936,-80.1406102,MAC Cosmetics,Cosmetic
165,China,Lu’an,6090000.0,51.9187561,4.4778509,MAC Cosmetics,Cosmetic
166,Spain,Madrid,6026000.0,40.4180141,-3.7047583,MAC Cosmetics,Cosmetic
167,United States,Dallas,5743938.0,32.9298284,-96.8189282,MAC Cosmetics,Cosmetic
168,United States,Philadelphia,5649300.0,39.8745718,-75.251143,MAC Cosmetics,Cosmetic
169,China,Tai’an,5499000.0,45.3470193,-75.80659739444354,MAC Cosmetics,Cosmetic
170,United States,Houston,5464251.0,29.9856078,-95.3383066,MAC Cosmetics,Cosmetic
171,United States,Atlanta,5449398.0,33.9242784,-84.3417669,MAC Cosmetics,Cosmetic
172,Canada,Toronto,5429524.0,43.7776714,-79.3446042,MAC Cosmetics,Cosmetic
173,United States,Washington,5379184.0,48.7859439,-122.4906341,MAC Cosmetics,Cosmetic
174,China,Ji’an,4956600.0,43.424535,-80.4389439,MAC Cosmetics,Cosmetic
175,United States,Boston,4688346.0,42.3471005,-71.0812125,MAC Cosmetics,Cosmetic
176,United States,Seattle,3789215.0,47.4440861,-122.30305958401061,MAC Cosmetics,Cosmetic
177,Germany,Berlin,3644826.0,52.4627397,13.325593,MAC Cosmetics,Cosmetic
178,Bolivia,Santa Cruz,3151676.0,34.014686,-118.4947591,MAC Cosmetics,Cosmetic
179,United States,Minneapolis,2977172.0,44.9485128,-93.2984989,MAC Cosmetics,Cosmetic
180,United Kingdom,Birmingham,2897303.0,35.220705,-80.9421255,MAC Cosmetics,Cosmetic
181,Guatemala,Guatemala City,2450212.0,19.2994914,-99.1367632,MAC Cosmetics,Cosmetic
182,Canada,Vancouver,2264823.0,49.2825304,-123.122212,MAC Cosmetics,Cosmetic
183,United States,Queens,2230722.0,40.642892,-73.782398,MAC Cosmetics,Cosmetic
184,United States,Riverside,2107852.0,33.7195874,-116.3832356,MAC Cosmetics,Cosmetic
185,United States,Baltimore,2106068.0,39.2834293,-76.6000286,MAC Cosmetics,Cosmetic
186,United States,Las Vegas,2104198.0,36.0816981,-115.1382931,MAC Cosmetics,Cosmetic
187,Austria,Vienna,1911191.0,48.196879749999994,16.33791915,MAC Cosmetics,Cosmetic
188,Romania,Bucharest,1883425.0,44.5079474,26.0901366,MAC Cosmetics,Cosmetic
189,United States,Orlando,1822394.0,28.4461206,-81.3954232,MAC Cosmetics,Cosmetic
190,United States,San Jose,1798103.0,9.94341505,-84.14953816313752,MAC Cosmetics,Cosmetic
191,United States,Austin,1687311.0,30.4029514,-97.7253921,MAC Cosmetics,Cosmetic
192,United States,Kansas City,1636715.0,39.0414285,-94.5914462,MAC Cosmetics,Cosmetic
193,United States,Columbus,1562009.0,40.051475350000004,-82.91513821634449,MAC Cosmetics,Cosmetic
194,United States,Charlotte,1512923.0,35.220705,-80.9421255,MAC Cosmetics,Cosmetic
195,Germany,Munich,1471508.0,48.1482902,11.46345163522592,MAC Cosmetics,Cosmetic
196,Netherlands,The Hague,1406000.0,52.0794408,4.3087603,MAC Cosmetics,Cosmetic
197,Czechia,Prague,1335084.0,50.0837036,14.423726,MAC Cosmetics,Cosmetic
198,Argentina,Rosario,1193605.0,16.4097856,120.5992661,MAC Cosmetics,Cosmetic
199,United States,Jacksonville,1181496.0,30.18441,-81.5537681,MAC Cosmetics,Cosmetic
200,United States,Salt Lake City,1098526.0,40.7854731,-111.985901,MAC Cosmetics,Cosmetic
201,Germany,Cologne,1085664.0,50.938448,6.9430532,MAC Cosmetics,Cosmetic
202,United States,Richmond,1075798.0,49.167120100000005,-123.13839197499999,MAC Cosmetics,Cosmetic
203,United States,Raleigh,1038738.0,35.8399423,-78.6797016,MAC Cosmetics,Cosmetic
204,Japan,Tokyo,37977000.0,35.544869399999996,139.7699027,Cartier,Luxury
205,India,Delhi,29617000.0,14.6782621,121.0456235,Cartier,Luxury
206,India,Mumbai,23355000.0,14.6782621,121.0456235,Cartier,Luxury
207,Philippines,Manila,23088000.0,14.6782621,121.0456235,Cartier,Luxury
208,China,Shanghai,22120000.0,31.2291091,121.4488685,Cartier,Luxury
209,Brazil,São Paulo,22046000.0,-23.3980932,-46.7531652,Cartier,Luxury
210,"Korea, South",Seoul,21794000.0,37.5122172,127.1018171,Cartier,Luxury
211,Mexico,Mexico City,20996000.0,19.4323151,-99.2017292,Cartier,Luxury
212,China,Beijing,19433000.0,39.9089985,116.4731978,Cartier,Luxury
213,United States,New York,18713220.0,40.7962598,-73.6709429,Cartier,Luxury
214,India,Kolkāta,17560000.0,14.6782621,121.0456235,Cartier,Luxury
215,Russia,Moscow,17125000.0,55.7616236,37.6178335,Cartier,Luxury
216,Thailand,Bangkok,17066000.0,13.7466858,100.5342323,Cartier,Luxury
217,Argentina,Buenos Aires,16157000.0,-34.5720699,-59.1118742,Cartier,Luxury
218,Bangladesh,Dhaka,15443000.0,14.6782621,121.0456235,Cartier,Luxury
219,Nigeria,Lagos,15279000.0,46.7024201,-81.55852930634249,Cartier,Luxury
220,Turkey,Istanbul,15154000.0,14.6782621,121.0456235,Cartier,Luxury
221,Japan,Ōsaka,14977000.0,34.675766,135.5006614,Cartier,Luxury
222,Pakistan,Karachi,14835000.0,14.6782621,121.0456235,Cartier,Luxury
223,India,Bangalore,13707000.0,12.9575615,77.70908150563875,Cartier,Luxury
224,Iran,Tehran,13633000.0,14.6782621,121.0456235,Cartier,Luxury
225,Vietnam,Ho Chi Minh City,13312000.0,14.6782621,121.0456235,Cartier,Luxury
226,United States,Los Angeles,12750807.0,-37.4843668,-72.3290668,Cartier,Luxury
227,Brazil,Rio de Janeiro,12272000.0,-22.9992717,-43.351191296598714,Cartier,Luxury
228,India,Chennai,11324000.0,14.6782621,121.0456235,Cartier,Luxury
229,China,Chengdu,11309000.0,30.6561018,104.0799124,Cartier,Luxury
230,Pakistan,Lahore,11021000.0,14.6782621,121.0456235,Cartier,Luxury
231,France,Paris,11020000.0,48.8681422,2.3296936,Cartier,Luxury
232,United Kingdom,London,10979000.0,51.4591841,-0.44811084796312606,Cartier,Luxury
233,Peru,Lima,9848000.0,-11.9598157,-77.0502,Cartier,Luxury
234,India,Hyderābād,9746000.0,14.6782621,121.0456235,Cartier,Luxury
235,Colombia,Bogotá,9464000.0,4.6675525,-74.0525929,Cartier,Luxury
236,Japan,Nagoya,9113000.0,35.1699144,136.8850002,Cartier,Luxury
237,Malaysia,Kuala Lumpur,8285000.0,3.1483102,101.7134763,Cartier,Luxury
238,China,Jinan,7967400.0,36.6629367,117.0195656,Cartier,Luxury
239,India,Pune,7764000.0,14.6782621,121.0456235,Cartier,Luxury
240,China,Nanjing,7496000.0,32.0464059,118.7794214,Cartier,Luxury
241,India,Ahmedabad,7410000.0,14.6782621,121.0456235,Cartier,Luxury
242,Hong Kong,Hong Kong,7347000.0,22.2814575,114.1591239,Cartier,Luxury
243,China,Xi’an,7135000.0,44.4522403,-0.0673191,Cartier,Luxury
244,Chile,Santiago,7007000.0,-27.7690447,-64.2937607,Cartier,Luxury
245,United States,Miami,6445545.0,25.8128777,-80.1924201,Cartier,Luxury
246,China,Lu’an,6090000.0,36.4850492,-4.9539659,Cartier,Luxury
247,Spain,Madrid,6026000.0,14.6782621,121.0456235,Cartier,Luxury
248,India,Sūrat,5807000.0,14.6782621,121.0456235,Cartier,Luxury
249,China,Qingdao,5775000.0,36.0601635,120.390262,Cartier,Luxury
250,Singapore,Singapore,5745000.0,1.3026815,103.8347892,Cartier,Luxury
251,United States,Dallas,5743938.0,45.5553469,-73.7018064,Cartier,Luxury
252,Kenya,Nairobi,5545000.0,14.6782621,121.0456235,Cartier,Luxury
253,China,Tai’an,5499000.0,46.8997786,6.3472603,Cartier,Luxury
254,United States,Houston,5464251.0,29.7429808,-95.4530923,Cartier,Luxury
255,Japan,Tokyo,37977000.0,35.663774,139.71444,Prada,Luxury
256,Indonesia,Jakarta,34540000.0,-6.2198921,106.787619,Prada,Luxury
257,India,Delhi,29617000.0,46.3092354,10.0706491,Prada,Luxury
258,India,Mumbai,23355000.0,46.3092354,10.0706491,Prada,Luxury
259,Philippines,Manila,23088000.0,46.3092354,10.0706491,Prada,Luxury
260,China,Shanghai,22120000.0,31.2180508,121.4541852,Prada,Luxury
261,Brazil,São Paulo,22046000.0,-22.575189350000002,-47.41064716880531,Prada,Luxury
262,"Korea, South",Seoul,21794000.0,37.526405499999996,127.04634506143523,Prada,Luxury
263,Mexico,Mexico City,20996000.0,19.466653,-99.213074,Prada,Luxury
264,China,Guangzhou,20902000.0,23.1363735,113.326915,Prada,Luxury
265,China,Beijing,19433000.0,39.9079561,116.4727357,Prada,Luxury
266,Egypt,Cairo,19372000.0,42.69761305,2.7132010879859423,Prada,Luxury
267,United States,New York,18713220.0,40.7626298,-73.974484,Prada,Luxury
268,India,Kolkāta,17560000.0,46.3092354,10.0706491,Prada,Luxury
269,Russia,Moscow,17125000.0,55.7627179,37.6136371,Prada,Luxury
270,Thailand,Bangkok,17066000.0,46.3092354,10.0706491,Prada,Luxury
271,Argentina,Buenos Aires,16157000.0,-35.2717319,-57.2295337,Prada,Luxury
272,Bangladesh,Dhaka,15443000.0,46.3092354,10.0706491,Prada,Luxury
273,Nigeria,Lagos,15279000.0,42.63301545,2.2346724429064477,Prada,Luxury
274,Turkey,Istanbul,15154000.0,41.0487075,28.9925538,Prada,Luxury
275,Japan,Ōsaka,14977000.0,34.6714893,135.5006757,Prada,Luxury
276,Pakistan,Karachi,14835000.0,46.3092354,10.0706491,Prada,Luxury
277,India,Bangalore,13707000.0,46.3092354,10.0706491,Prada,Luxury
278,Iran,Tehran,13633000.0,46.3092354,10.0706491,Prada,Luxury
279,Vietnam,Ho Chi Minh City,13312000.0,21.0247206,105.8570964,Prada,Luxury
280,United States,Los Angeles,12750807.0,34.0684678,-118.402524,Prada,Luxury
281,India,Chennai,11324000.0,46.3092354,10.0706491,Prada,Luxury
282,Pakistan,Lahore,11021000.0,46.3092354,10.0706491,Prada,Luxury
283,France,Paris,11020000.0,48.8655508,2.3039717,Prada,Luxury
284,United Kingdom,London,10979000.0,51.50912195,-0.14067488666799335,Prada,Luxury
285,China,Tianjin,10800000.0,39.0896628,117.2088784,Prada,Luxury
286,Peru,Lima,9848000.0,-12.1880989,-76.95811013574246,Prada,Luxury
287,India,Hyderābād,9746000.0,46.3092354,10.0706491,Prada,Luxury
288,Colombia,Bogotá,9464000.0,4.7161656,-74.0597032,Prada,Luxury
289,United States,Chicago,8604203.0,41.9009042,-87.62727650629577,Prada,Luxury
290,China,Changsha,8394500.0,28.2216803,112.9304272,Prada,Luxury
291,Malaysia,Kuala Lumpur,8285000.0,46.3092354,10.0706491,Prada,Luxury
292,Vietnam,Hanoi,7785000.0,21.0247206,105.8570964,Prada,Luxury
293,India,Pune,7764000.0,46.3092354,10.0706491,Prada,Luxury
294,China,Chongqing,7739000.0,29.5616089,106.5740781,Prada,Luxury
295,China,Nanjing,7496000.0,32.045833,118.7794214,Prada,Luxury
296,India,Ahmedabad,7410000.0,46.3092354,10.0706491,Prada,Luxury
297,Hong Kong,Hong Kong,7347000.0,22.2815402,114.1588399,Prada,Luxury
298,China,Xi’an,7135000.0,42.5543449,2.5464247,Prada,Luxury
299,Chile,Santiago,7007000.0,-34.9189758,-56.1549942,Prada,Luxury
300,United States,Miami,6445545.0,25.8140171,-80.1923173,Prada,Luxury
301,China,Lu’an,6090000.0,51.1986499,5.9889021,Prada,Luxury
302,Spain,Madrid,6026000.0,40.4224277,-3.7032224,Prada,Luxury
303,India,Sūrat,5807000.0,46.3092354,10.0706491,Prada,Luxury
304,China,Qingdao,5775000.0,36.0609764,120.3906802,Prada,Luxury
305,Singapore,Singapore,5745000.0,1.3042427,103.8325926,Prada,Luxury
306,Japan,Tokyo,37977000.0,35.734417,139.527743,Volkswagen,Car
307,India,Delhi,29617000.0,13.0416642,77.5945134,Volkswagen,Car
308,India,Mumbai,23355000.0,19.1303319,72.8542756,Volkswagen,Car
309,Philippines,Manila,23088000.0,14.423302,121.0263759,Volkswagen,Car
310,China,Shanghai,22120000.0,31.1860472,121.5003094,Volkswagen,Car
311,Brazil,São Paulo,22046000.0,-23.077237099999998,-46.997204706392495,Volkswagen,Car
312,"Korea, South",Seoul,21794000.0,37.4869516,126.8381193,Volkswagen,Car
313,Mexico,Mexico City,20996000.0,19.3714932,-99.0811273964266,Volkswagen,Car
314,China,Guangzhou,20902000.0,23.234694,113.2992556,Volkswagen,Car
315,China,Beijing,19433000.0,39.96996775,116.42891684948793,Volkswagen,Car
316,Egypt,Cairo,19372000.0,29.9841629,31.3587493,Volkswagen,Car
317,United States,New York,18713220.0,41.9672756,-73.9895954223513,Volkswagen,Car
318,India,Kolkāta,17560000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
319,Russia,Moscow,17125000.0,55.678601,37.6459937,Volkswagen,Car
320,Thailand,Bangkok,17066000.0,13.7114271,100.40182833795328,Volkswagen,Car
321,Argentina,Buenos Aires,16157000.0,-34.5773928,-58.475706,Volkswagen,Car
322,Bangladesh,Dhaka,15443000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
323,Nigeria,Lagos,15279000.0,6.43308885,3.42355682521777,Volkswagen,Car
324,Turkey,Istanbul,15154000.0,40.996427249999996,29.08334266374164,Volkswagen,Car
325,Japan,Ōsaka,14977000.0,34.4731082,135.5754286,Volkswagen,Car
326,Pakistan,Karachi,14835000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
327,India,Bangalore,13707000.0,12.9971251,77.5867729,Volkswagen,Car
328,Iran,Tehran,13633000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
329,Vietnam,Ho Chi Minh City,13312000.0,10.7959663,106.67561572392054,Volkswagen,Car
330,United States,Los Angeles,12750807.0,34.22198255,-118.46837394286464,Volkswagen,Car
331,Brazil,Rio de Janeiro,12272000.0,-22.862589399999997,-43.54496525856231,Volkswagen,Car
332,China,Baoding,11860000.0,38.8173068,115.4842247,Volkswagen,Car
333,India,Chennai,11324000.0,13.056970549999999,80.26036897760534,Volkswagen,Car
334,Pakistan,Lahore,11021000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
335,France,Paris,11020000.0,48.8542319,2.2957885,Volkswagen,Car
336,United Kingdom,London,10979000.0,51.6105643,-0.140697,Volkswagen,Car
337,China,Tianjin,10800000.0,39.23102995,117.52988686170842,Volkswagen,Car
338,Peru,Lima,9848000.0,-12.176465400000001,-77.0167364836845,Volkswagen,Car
339,India,Hyderābād,9746000.0,17.50158,78.47954164822971,Volkswagen,Car
340,Colombia,Bogotá,9464000.0,4.6598174,-74.0738211,Volkswagen,Car
